|dates|Washington_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Washington_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Washington_Indiana_UnitedStates.Male_Total_Population.data|Washington_Indiana_UnitedStates.Male_Total_Population.missing|Washington_Indiana_UnitedStates.Female_Total_Population.data|Washington_Indiana_UnitedStates.Female_Total_Population.missing|Washington_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Washington_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4766.0|0|13920.0|0|14023.0|0|6384.0|0
