|dates|Warren_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Warren_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Warren_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|Warren_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|Warren_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Warren_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Warren_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Warren_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|2835.0|0|0.0|100|107.0|0|0.0|100
