|dates|Alcona_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Alcona_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Alcona_Michigan_UnitedStates.Male_Total_Population.data|Alcona_Michigan_UnitedStates.Male_Total_Population.missing|Alcona_Michigan_UnitedStates.Female_Total_Population.data|Alcona_Michigan_UnitedStates.Female_Total_Population.missing|Alcona_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Alcona_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3713.0|0|5224.0|0|5138.0|0|1322.0|0
