|dates|Hampshire_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hampshire_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hampshire_WestVirginia_UnitedStates.Male_Total_Population.data|Hampshire_WestVirginia_UnitedStates.Male_Total_Population.missing|Hampshire_WestVirginia_UnitedStates.Female_Total_Population.data|Hampshire_WestVirginia_UnitedStates.Female_Total_Population.missing|Hampshire_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.data|Hampshire_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5229.0|0|11915.0|0|11432.0|0|4366.0|0
