|dates|Berkshire_Massachusetts_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Berkshire_Massachusetts_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Berkshire_Massachusetts_UnitedStates.Male_Total_Population.data|Berkshire_Massachusetts_UnitedStates.Male_Total_Population.missing|Berkshire_Massachusetts_UnitedStates.Female_Total_Population.data|Berkshire_Massachusetts_UnitedStates.Female_Total_Population.missing|Berkshire_Massachusetts_UnitedStates.MaleAndFemale_Under18_Population.data|Berkshire_Massachusetts_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|29398.0|0|61187.0|0|65161.0|0|21362.0|0
