|dates|Pope_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pope_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pope_Minnesota_UnitedStates.Male_Total_Population.data|Pope_Minnesota_UnitedStates.Male_Total_Population.missing|Pope_Minnesota_UnitedStates.Female_Total_Population.data|Pope_Minnesota_UnitedStates.Female_Total_Population.missing|Pope_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Pope_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2710.0|0|5665.0|0|5432.0|0|2305.0|0
