|dates|Lincoln_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lincoln_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lincoln_Minnesota_UnitedStates.Male_Total_Population.data|Lincoln_Minnesota_UnitedStates.Male_Total_Population.missing|Lincoln_Minnesota_UnitedStates.Female_Total_Population.data|Lincoln_Minnesota_UnitedStates.Female_Total_Population.missing|Lincoln_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Lincoln_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1408.0|0|2861.0|0|2812.0|0|1328.0|0
