|dates|Perry_Missouri_UnitedStates.BLS_EmployedPopulation.data|Perry_Missouri_UnitedStates.BLS_EmployedPopulation.missing|Perry_Missouri_UnitedStates.BLS_UnemployedPopulation.data|Perry_Missouri_UnitedStates.BLS_UnemployedPopulation.missing|Perry_Missouri_UnitedStates.BLS_UnemploymentRate.data|Perry_Missouri_UnitedStates.BLS_UnemploymentRate.missing|Perry_Missouri_UnitedStates.BLS_LaborForcePopulation.data|Perry_Missouri_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|9698.5|0|317.5|0|3.1699281150159746|0|10016.0|0
0|2020-01-02|9698.5|0|317.5|0|3.1699281150159746|0|10016.0|0
0|2020-01-03|9698.5|0|317.5|0|3.1699281150159746|0|10016.0|0
0|2020-01-04|9698.5|0|317.5|0|3.1699281150159746|0|10016.0|0
0|2020-01-05|9698.5|0|317.5|0|3.1699281150159746|0|10016.0|0
0|2020-01-06|9698.5|0|317.5|0|3.1699281150159746|0|10016.0|0
0|2020-01-07|9698.5|0|317.5|0|3.1699281150159746|0|10016.0|0
0|2020-01-08|9698.5|0|317.5|0|3.1699281150159746|0|10016.0|0
0|2020-01-09|9698.5|0|317.5|0|3.1699281150159746|0|10016.0|0
0|2020-01-10|9698.5|0|317.5|0|3.1699281150159746|0|10016.0|0
0|2020-01-11|9698.5|0|317.5|0|3.1699281150159746|0|10016.0|0
0|2020-01-12|9698.5|0|317.5|0|3.1699281150159746|0|10016.0|0
0|2020-01-13|9698.5|0|317.5|0|3.1699281150159746|0|10016.0|0
0|2020-01-14|9698.5|0|317.5|0|3.1699281150159746|0|10016.0|0
0|2020-01-15|9698.5|0|317.5|0|3.1699281150159746|0|10016.0|0
0|2020-01-16|9698.5|0|317.5|0|3.1699281150159746|0|10016.0|0
0|2020-01-17|9698.5|0|317.5|0|3.1699281150159746|0|10016.0|0
0|2020-01-18|9698.5|0|317.5|0|3.1699281150159746|0|10016.0|0
0|2020-01-19|9698.5|0|317.5|0|3.1699281150159746|0|10016.0|0
0|2020-01-20|9698.5|0|317.5|0|3.1699281150159746|0|10016.0|0
0|2020-01-21|9698.5|0|317.5|0|3.1699281150159746|0|10016.0|0
0|2020-01-22|9698.5|0|317.5|0|3.1699281150159746|0|10016.0|0
0|2020-01-23|9698.5|0|317.5|0|3.1699281150159746|0|10016.0|0
0|2020-01-24|9698.5|0|317.5|0|3.1699281150159746|0|10016.0|0
0|2020-01-25|9698.5|0|317.5|0|3.1699281150159746|0|10016.0|0
0|2020-01-26|9698.5|0|317.5|0|3.1699281150159746|0|10016.0|0
0|2020-01-27|9698.5|0|317.5|0|3.1699281150159746|0|10016.0|0
0|2020-01-28|9698.5|0|317.5|0|3.1699281150159746|0|10016.0|0
0|2020-01-29|9698.5|0|317.5|0|3.1699281150159746|0|10016.0|0
0|2020-01-30|9698.5|0|317.5|0|3.1699281150159746|0|10016.0|0
0|2020-01-31|9698.5|0|317.5|0|3.1699281150159746|0|10016.0|0
0|2020-02-01|9652.5|0|311.5|0|3.126254516258531|0|9964.0|0
0|2020-02-02|9652.5|0|311.5|0|3.126254516258531|0|9964.0|0
0|2020-02-03|9652.5|0|311.5|0|3.126254516258531|0|9964.0|0
0|2020-02-04|9652.5|0|311.5|0|3.126254516258531|0|9964.0|0
0|2020-02-05|9652.5|0|311.5|0|3.126254516258531|0|9964.0|0
0|2020-02-06|9652.5|0|311.5|0|3.126254516258531|0|9964.0|0
0|2020-02-07|9652.5|0|311.5|0|3.126254516258531|0|9964.0|0
0|2020-02-08|9652.5|0|311.5|0|3.126254516258531|0|9964.0|0
0|2020-02-09|9652.5|0|311.5|0|3.126254516258531|0|9964.0|0
0|2020-02-10|9652.5|0|311.5|0|3.126254516258531|0|9964.0|0
0|2020-02-11|9652.5|0|311.5|0|3.126254516258531|0|9964.0|0
0|2020-02-12|9652.5|0|311.5|0|3.126254516258531|0|9964.0|0
0|2020-02-13|9652.5|0|311.5|0|3.126254516258531|0|9964.0|0
0|2020-02-14|9652.5|0|311.5|0|3.126254516258531|0|9964.0|0
0|2020-02-15|9652.5|0|311.5|0|3.126254516258531|0|9964.0|0
0|2020-02-16|9652.5|0|311.5|0|3.126254516258531|0|9964.0|0
0|2020-02-17|9652.5|0|311.5|0|3.126254516258531|0|9964.0|0
0|2020-02-18|9652.5|0|311.5|0|3.126254516258531|0|9964.0|0
0|2020-02-19|9652.5|0|311.5|0|3.126254516258531|0|9964.0|0
0|2020-02-20|9652.5|0|311.5|0|3.126254516258531|0|9964.0|0
