|dates|Cumberland_Maine_UnitedStates.BLS_EmployedPopulation.data|Cumberland_Maine_UnitedStates.BLS_EmployedPopulation.missing|Cumberland_Maine_UnitedStates.BLS_UnemployedPopulation.data|Cumberland_Maine_UnitedStates.BLS_UnemployedPopulation.missing|Cumberland_Maine_UnitedStates.BLS_UnemploymentRate.data|Cumberland_Maine_UnitedStates.BLS_UnemploymentRate.missing|Cumberland_Maine_UnitedStates.BLS_LaborForcePopulation.data|Cumberland_Maine_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|159296.5|0|4338.0|0|2.6510301922883013|0|163634.5|0
0|2020-01-02|159296.5|0|4338.0|0|2.6510301922883013|0|163634.5|0
0|2020-01-03|159296.5|0|4338.0|0|2.6510301922883013|0|163634.5|0
0|2020-01-04|159296.5|0|4338.0|0|2.6510301922883013|0|163634.5|0
0|2020-01-05|159296.5|0|4338.0|0|2.6510301922883013|0|163634.5|0
0|2020-01-06|159296.5|0|4338.0|0|2.6510301922883013|0|163634.5|0
0|2020-01-07|159296.5|0|4338.0|0|2.6510301922883013|0|163634.5|0
0|2020-01-08|159296.5|0|4338.0|0|2.6510301922883013|0|163634.5|0
0|2020-01-09|159296.5|0|4338.0|0|2.6510301922883013|0|163634.5|0
0|2020-01-10|159296.5|0|4338.0|0|2.6510301922883013|0|163634.5|0
0|2020-01-11|159296.5|0|4338.0|0|2.6510301922883013|0|163634.5|0
0|2020-01-12|159296.5|0|4338.0|0|2.6510301922883013|0|163634.5|0
0|2020-01-13|159296.5|0|4338.0|0|2.6510301922883013|0|163634.5|0
0|2020-01-14|159296.5|0|4338.0|0|2.6510301922883013|0|163634.5|0
0|2020-01-15|159296.5|0|4338.0|0|2.6510301922883013|0|163634.5|0
0|2020-01-16|159296.5|0|4338.0|0|2.6510301922883013|0|163634.5|0
0|2020-01-17|159296.5|0|4338.0|0|2.6510301922883013|0|163634.5|0
0|2020-01-18|159296.5|0|4338.0|0|2.6510301922883013|0|163634.5|0
0|2020-01-19|159296.5|0|4338.0|0|2.6510301922883013|0|163634.5|0
0|2020-01-20|159296.5|0|4338.0|0|2.6510301922883013|0|163634.5|0
0|2020-01-21|159296.5|0|4338.0|0|2.6510301922883013|0|163634.5|0
0|2020-01-22|159296.5|0|4338.0|0|2.6510301922883013|0|163634.5|0
0|2020-01-23|159296.5|0|4338.0|0|2.6510301922883013|0|163634.5|0
0|2020-01-24|159296.5|0|4338.0|0|2.6510301922883013|0|163634.5|0
0|2020-01-25|159296.5|0|4338.0|0|2.6510301922883013|0|163634.5|0
0|2020-01-26|159296.5|0|4338.0|0|2.6510301922883013|0|163634.5|0
0|2020-01-27|159296.5|0|4338.0|0|2.6510301922883013|0|163634.5|0
0|2020-01-28|159296.5|0|4338.0|0|2.6510301922883013|0|163634.5|0
0|2020-01-29|159296.5|0|4338.0|0|2.6510301922883013|0|163634.5|0
0|2020-01-30|159296.5|0|4338.0|0|2.6510301922883013|0|163634.5|0
0|2020-01-31|159296.5|0|4338.0|0|2.6510301922883013|0|163634.5|0
0|2020-02-01|158777.0|0|4507.0|0|2.7602214546434434|0|163284.0|0
0|2020-02-02|158777.0|0|4507.0|0|2.7602214546434434|0|163284.0|0
0|2020-02-03|158777.0|0|4507.0|0|2.7602214546434434|0|163284.0|0
0|2020-02-04|158777.0|0|4507.0|0|2.7602214546434434|0|163284.0|0
0|2020-02-05|158777.0|0|4507.0|0|2.7602214546434434|0|163284.0|0
0|2020-02-06|158777.0|0|4507.0|0|2.7602214546434434|0|163284.0|0
0|2020-02-07|158777.0|0|4507.0|0|2.7602214546434434|0|163284.0|0
0|2020-02-08|158777.0|0|4507.0|0|2.7602214546434434|0|163284.0|0
0|2020-02-09|158777.0|0|4507.0|0|2.7602214546434434|0|163284.0|0
0|2020-02-10|158777.0|0|4507.0|0|2.7602214546434434|0|163284.0|0
0|2020-02-11|158777.0|0|4507.0|0|2.7602214546434434|0|163284.0|0
0|2020-02-12|158777.0|0|4507.0|0|2.7602214546434434|0|163284.0|0
0|2020-02-13|158777.0|0|4507.0|0|2.7602214546434434|0|163284.0|0
0|2020-02-14|158777.0|0|4507.0|0|2.7602214546434434|0|163284.0|0
0|2020-02-15|158777.0|0|4507.0|0|2.7602214546434434|0|163284.0|0
0|2020-02-16|158777.0|0|4507.0|0|2.7602214546434434|0|163284.0|0
0|2020-02-17|158777.0|0|4507.0|0|2.7602214546434434|0|163284.0|0
0|2020-02-18|158777.0|0|4507.0|0|2.7602214546434434|0|163284.0|0
0|2020-02-19|158777.0|0|4507.0|0|2.7602214546434434|0|163284.0|0
0|2020-02-20|158777.0|0|4507.0|0|2.7602214546434434|0|163284.0|0
0|2020-02-21|158777.0|0|4507.0|0|2.7602214546434434|0|163284.0|0
0|2020-02-22|158777.0|0|4507.0|0|2.7602214546434434|0|163284.0|0
0|2020-02-23|158777.0|0|4507.0|0|2.7602214546434434|0|163284.0|0
0|2020-02-24|158777.0|0|4507.0|0|2.7602214546434434|0|163284.0|0
0|2020-02-25|158777.0|0|4507.0|0|2.7602214546434434|0|163284.0|0
0|2020-02-26|158777.0|0|4507.0|0|2.7602214546434434|0|163284.0|0
0|2020-02-27|158777.0|0|4507.0|0|2.7602214546434434|0|163284.0|0
0|2020-02-28|158777.0|0|4507.0|0|2.7602214546434434|0|163284.0|0
0|2020-02-29|158777.0|0|4507.0|0|2.7602214546434434|0|163284.0|0
0|2020-03-01|158965.0|0|5029.0|0|3.0665756064246255|0|163994.0|0
0|2020-03-02|158965.0|0|5029.0|0|3.0665756064246255|0|163994.0|0
0|2020-03-03|158965.0|0|5029.0|0|3.0665756064246255|0|163994.0|0
0|2020-03-04|158965.0|0|5029.0|0|3.0665756064246255|0|163994.0|0
0|2020-03-05|158965.0|0|5029.0|0|3.0665756064246255|0|163994.0|0
0|2020-03-06|158965.0|0|5029.0|0|3.0665756064246255|0|163994.0|0
0|2020-03-07|158965.0|0|5029.0|0|3.0665756064246255|0|163994.0|0
0|2020-03-08|158965.0|0|5029.0|0|3.0665756064246255|0|163994.0|0
0|2020-03-09|158965.0|0|5029.0|0|3.0665756064246255|0|163994.0|0
0|2020-03-10|158965.0|0|5029.0|0|3.0665756064246255|0|163994.0|0
0|2020-03-11|158965.0|0|5029.0|0|3.0665756064246255|0|163994.0|0
0|2020-03-12|158965.0|0|5029.0|0|3.0665756064246255|0|163994.0|0
0|2020-03-13|158965.0|0|5029.0|0|3.0665756064246255|0|163994.0|0
0|2020-03-14|158965.0|0|5029.0|0|3.0665756064246255|0|163994.0|0
0|2020-03-15|158965.0|0|5029.0|0|3.0665756064246255|0|163994.0|0
0|2020-03-16|158965.0|0|5029.0|0|3.0665756064246255|0|163994.0|0
0|2020-03-17|158965.0|0|5029.0|0|3.0665756064246255|0|163994.0|0
0|2020-03-18|158965.0|0|5029.0|0|3.0665756064246255|0|163994.0|0
0|2020-03-19|158965.0|0|5029.0|0|3.0665756064246255|0|163994.0|0
0|2020-03-20|158965.0|0|5029.0|0|3.0665756064246255|0|163994.0|0
0|2020-03-21|158965.0|0|5029.0|0|3.0665756064246255|0|163994.0|0
0|2020-03-22|158965.0|0|5029.0|0|3.0665756064246255|0|163994.0|0
0|2020-03-23|158965.0|0|5029.0|0|3.0665756064246255|0|163994.0|0
0|2020-03-24|158965.0|0|5029.0|0|3.0665756064246255|0|163994.0|0
0|2020-03-25|158965.0|0|5029.0|0|3.0665756064246255|0|163994.0|0
0|2020-03-26|158965.0|0|5029.0|0|3.0665756064246255|0|163994.0|0
0|2020-03-27|158965.0|0|5029.0|0|3.0665756064246255|0|163994.0|0
0|2020-03-28|158965.0|0|5029.0|0|3.0665756064246255|0|163994.0|0
0|2020-03-29|158965.0|0|5029.0|0|3.0665756064246255|0|163994.0|0
0|2020-03-30|158965.0|0|5029.0|0|3.0665756064246255|0|163994.0|0
0|2020-03-31|158965.0|0|5029.0|0|3.0665756064246255|0|163994.0|0
