|dates|Sumter_SouthCarolina_UnitedStates.AveragePrecipitationTotal.data|Sumter_SouthCarolina_UnitedStates.AveragePrecipitationTotal.missing|Sumter_SouthCarolina_UnitedStates.AveragePrecipitation.data|Sumter_SouthCarolina_UnitedStates.AveragePrecipitation.missing|Sumter_SouthCarolina_UnitedStates.AverageWindDirection.data|Sumter_SouthCarolina_UnitedStates.AverageWindDirection.missing|Sumter_SouthCarolina_UnitedStates.AverageWindSpeed.data|Sumter_SouthCarolina_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|0|0.0|0|134.27083333333334|0|5.510416666666667|0
