|dates|Clare_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Clare_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Clare_Michigan_UnitedStates.Male_Total_Population.data|Clare_Michigan_UnitedStates.Male_Total_Population.missing|Clare_Michigan_UnitedStates.Female_Total_Population.data|Clare_Michigan_UnitedStates.Female_Total_Population.missing|Clare_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Clare_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7341.0|0|15375.0|0|15382.0|0|6092.0|0
