|dates|Mecosta_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Mecosta_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Mecosta_Michigan_UnitedStates.Male_Total_Population.data|Mecosta_Michigan_UnitedStates.Male_Total_Population.missing|Mecosta_Michigan_UnitedStates.Female_Total_Population.data|Mecosta_Michigan_UnitedStates.Female_Total_Population.missing|Mecosta_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Mecosta_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7975.0|0|21849.0|0|21696.0|0|7993.0|0
