|dates|Hocking_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hocking_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hocking_Ohio_UnitedStates.Male_Total_Population.data|Hocking_Ohio_UnitedStates.Male_Total_Population.missing|Hocking_Ohio_UnitedStates.Female_Total_Population.data|Hocking_Ohio_UnitedStates.Female_Total_Population.missing|Hocking_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Hocking_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5416.0|0|14083.0|0|14302.0|0|6248.0|0
