|dates|Modoc_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Modoc_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Modoc_California_UnitedStates.Male_Total_Population.data|Modoc_California_UnitedStates.Male_Total_Population.missing|Modoc_California_UnitedStates.Female_Total_Population.data|Modoc_California_UnitedStates.Female_Total_Population.missing|Modoc_California_UnitedStates.MaleAndFemale_Under18_Population.data|Modoc_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2358.0|0|4386.0|0|4391.0|0|1708.0|0
