|dates|Anchorage_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Anchorage_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Anchorage_Alaska_UnitedStates.Male_Total_Population.data|Anchorage_Alaska_UnitedStates.Male_Total_Population.missing|Anchorage_Alaska_UnitedStates.Female_Total_Population.data|Anchorage_Alaska_UnitedStates.Female_Total_Population.missing|Anchorage_Alaska_UnitedStates.MaleAndFemale_Under18_Population.data|Anchorage_Alaska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|32333.0|0|148384.0|0|143154.0|0|71339.0|0
