|dates|Comanche_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Comanche_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Comanche_Texas_UnitedStates.Male_Total_Population.data|Comanche_Texas_UnitedStates.Male_Total_Population.missing|Comanche_Texas_UnitedStates.Female_Total_Population.data|Comanche_Texas_UnitedStates.Female_Total_Population.missing|Comanche_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Comanche_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3289.0|0|6738.0|0|6796.0|0|3002.0|0
