|dates|Schoolcraft_Michigan_UnitedStates.BLS_EmployedPopulation.data|Schoolcraft_Michigan_UnitedStates.BLS_EmployedPopulation.missing|Schoolcraft_Michigan_UnitedStates.BLS_UnemployedPopulation.data|Schoolcraft_Michigan_UnitedStates.BLS_UnemployedPopulation.missing|Schoolcraft_Michigan_UnitedStates.BLS_UnemploymentRate.data|Schoolcraft_Michigan_UnitedStates.BLS_UnemploymentRate.missing|Schoolcraft_Michigan_UnitedStates.BLS_LaborForcePopulation.data|Schoolcraft_Michigan_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-02-20|2997.5|0|251.5|0|7.740843336411204|0|3249.0|0
0|2020-02-21|2997.5|0|251.5|0|7.740843336411204|0|3249.0|0
0|2020-02-22|2997.5|0|251.5|0|7.740843336411204|0|3249.0|0
0|2020-02-23|2997.5|0|251.5|0|7.740843336411204|0|3249.0|0
0|2020-02-24|2997.5|0|251.5|0|7.740843336411204|0|3249.0|0
0|2020-02-25|2997.5|0|251.5|0|7.740843336411204|0|3249.0|0
0|2020-02-26|2997.5|0|251.5|0|7.740843336411204|0|3249.0|0
0|2020-02-27|2997.5|0|251.5|0|7.740843336411204|0|3249.0|0
0|2020-02-28|2997.5|0|251.5|0|7.740843336411204|0|3249.0|0
0|2020-02-29|2997.5|0|251.5|0|7.740843336411204|0|3249.0|0
0|2020-03-01|2955.0|0|263.5|0|8.18704365387603|0|3218.5|0
0|2020-03-02|2955.0|0|263.5|0|8.18704365387603|0|3218.5|0
0|2020-03-03|2955.0|0|263.5|0|8.18704365387603|0|3218.5|0
0|2020-03-04|2955.0|0|263.5|0|8.18704365387603|0|3218.5|0
0|2020-03-05|2955.0|0|263.5|0|8.18704365387603|0|3218.5|0
0|2020-03-06|2955.0|0|263.5|0|8.18704365387603|0|3218.5|0
0|2020-03-07|2955.0|0|263.5|0|8.18704365387603|0|3218.5|0
0|2020-03-08|2955.0|0|263.5|0|8.18704365387603|0|3218.5|0
0|2020-03-09|2955.0|0|263.5|0|8.18704365387603|0|3218.5|0
0|2020-03-10|2955.0|0|263.5|0|8.18704365387603|0|3218.5|0
0|2020-03-11|2955.0|0|263.5|0|8.18704365387603|0|3218.5|0
0|2020-03-12|2955.0|0|263.5|0|8.18704365387603|0|3218.5|0
0|2020-03-13|2955.0|0|263.5|0|8.18704365387603|0|3218.5|0
0|2020-03-14|2955.0|0|263.5|0|8.18704365387603|0|3218.5|0
0|2020-03-15|2955.0|0|263.5|0|8.18704365387603|0|3218.5|0
0|2020-03-16|2955.0|0|263.5|0|8.18704365387603|0|3218.5|0
0|2020-03-17|2955.0|0|263.5|0|8.18704365387603|0|3218.5|0
0|2020-03-18|2955.0|0|263.5|0|8.18704365387603|0|3218.5|0
0|2020-03-19|2955.0|0|263.5|0|8.18704365387603|0|3218.5|0
0|2020-03-20|2955.0|0|263.5|0|8.18704365387603|0|3218.5|0
0|2020-03-21|2955.0|0|263.5|0|8.18704365387603|0|3218.5|0
0|2020-03-22|2955.0|0|263.5|0|8.18704365387603|0|3218.5|0
0|2020-03-23|2955.0|0|263.5|0|8.18704365387603|0|3218.5|0
0|2020-03-24|2955.0|0|263.5|0|8.18704365387603|0|3218.5|0
0|2020-03-25|2955.0|0|263.5|0|8.18704365387603|0|3218.5|0
0|2020-03-26|2955.0|0|263.5|0|8.18704365387603|0|3218.5|0
0|2020-03-27|2955.0|0|263.5|0|8.18704365387603|0|3218.5|0
0|2020-03-28|2955.0|0|263.5|0|8.18704365387603|0|3218.5|0
0|2020-03-29|2955.0|0|263.5|0|8.18704365387603|0|3218.5|0
0|2020-03-30|2955.0|0|263.5|0|8.18704365387603|0|3218.5|0
0|2020-03-31|2955.0|0|263.5|0|8.18704365387603|0|3218.5|0
0|2020-04-01|2480.0|0|703.0|0|22.08608231228401|0|3183.0|0
0|2020-04-02|2480.0|0|703.0|0|22.08608231228401|0|3183.0|0
0|2020-04-03|2480.0|0|703.0|0|22.08608231228401|0|3183.0|0
0|2020-04-04|2480.0|0|703.0|0|22.08608231228401|0|3183.0|0
0|2020-04-05|2480.0|0|703.0|0|22.08608231228401|0|3183.0|0
0|2020-04-06|2480.0|0|703.0|0|22.08608231228401|0|3183.0|0
0|2020-04-07|2480.0|0|703.0|0|22.08608231228401|0|3183.0|0
0|2020-04-08|2480.0|0|703.0|0|22.08608231228401|0|3183.0|0
0|2020-04-09|2480.0|0|703.0|0|22.08608231228401|0|3183.0|0
0|2020-04-10|2480.0|0|703.0|0|22.08608231228401|0|3183.0|0
0|2020-04-11|2480.0|0|703.0|0|22.08608231228401|0|3183.0|0
0|2020-04-12|2480.0|0|703.0|0|22.08608231228401|0|3183.0|0
0|2020-04-13|2480.0|0|703.0|0|22.08608231228401|0|3183.0|0
0|2020-04-14|2480.0|0|703.0|0|22.08608231228401|0|3183.0|0
0|2020-04-15|2480.0|0|703.0|0|22.08608231228401|0|3183.0|0
0|2020-04-16|2480.0|0|703.0|0|22.08608231228401|0|3183.0|0
0|2020-04-17|2480.0|0|703.0|0|22.08608231228401|0|3183.0|0
0|2020-04-18|2480.0|0|703.0|0|22.08608231228401|0|3183.0|0
0|2020-04-19|2480.0|0|703.0|0|22.08608231228401|0|3183.0|0
0|2020-04-20|2480.0|0|703.0|0|22.08608231228401|0|3183.0|0
0|2020-04-21|2480.0|0|703.0|0|22.08608231228401|0|3183.0|0
0|2020-04-22|2480.0|0|703.0|0|22.08608231228401|0|3183.0|0
0|2020-04-23|2480.0|0|703.0|0|22.08608231228401|0|3183.0|0
0|2020-04-24|2480.0|0|703.0|0|22.08608231228401|0|3183.0|0
0|2020-04-25|2480.0|0|703.0|0|22.08608231228401|0|3183.0|0
0|2020-04-26|2480.0|0|703.0|0|22.08608231228401|0|3183.0|0
0|2020-04-27|2480.0|0|703.0|0|22.08608231228401|0|3183.0|0
0|2020-04-28|2480.0|0|703.0|0|22.08608231228401|0|3183.0|0
0|2020-04-29|2480.0|0|703.0|0|22.08608231228401|0|3183.0|0
0|2020-04-30|2480.0|0|703.0|0|22.08608231228401|0|3183.0|0
0|2020-05-01|2768.0|0|541.0|0|16.349350256875187|0|3309.0|0
0|2020-05-02|2768.0|0|541.0|0|16.349350256875187|0|3309.0|0
0|2020-05-03|2768.0|0|541.0|0|16.349350256875187|0|3309.0|0
0|2020-05-04|2768.0|0|541.0|0|16.349350256875187|0|3309.0|0
0|2020-05-05|2768.0|0|541.0|0|16.349350256875187|0|3309.0|0
0|2020-05-06|2768.0|0|541.0|0|16.349350256875187|0|3309.0|0
0|2020-05-07|2768.0|0|541.0|0|16.349350256875187|0|3309.0|0
0|2020-05-08|2768.0|0|541.0|0|16.349350256875187|0|3309.0|0
0|2020-05-09|2768.0|0|541.0|0|16.349350256875187|0|3309.0|0
0|2020-05-10|2768.0|0|541.0|0|16.349350256875187|0|3309.0|0
0|2020-05-11|2768.0|0|541.0|0|16.349350256875187|0|3309.0|0
0|2020-05-12|2768.0|0|541.0|0|16.349350256875187|0|3309.0|0
0|2020-05-13|2768.0|0|541.0|0|16.349350256875187|0|3309.0|0
0|2020-05-14|2768.0|0|541.0|0|16.349350256875187|0|3309.0|0
0|2020-05-15|2768.0|0|541.0|0|16.349350256875187|0|3309.0|0
0|2020-05-16|2768.0|0|541.0|0|16.349350256875187|0|3309.0|0
0|2020-05-17|2768.0|0|541.0|0|16.349350256875187|0|3309.0|0
0|2020-05-18|2768.0|0|541.0|0|16.349350256875187|0|3309.0|0
0|2020-05-19|2768.0|0|541.0|0|16.349350256875187|0|3309.0|0
0|2020-05-20|2768.0|0|541.0|0|16.349350256875187|0|3309.0|0
0|2020-05-21|2768.0|0|541.0|0|16.349350256875187|0|3309.0|0
0|2020-05-22|2768.0|0|541.0|0|16.349350256875187|0|3309.0|0
0|2020-05-23|2768.0|0|541.0|0|16.349350256875187|0|3309.0|0
0|2020-05-24|2768.0|0|541.0|0|16.349350256875187|0|3309.0|0
0|2020-05-25|2768.0|0|541.0|0|16.349350256875187|0|3309.0|0
0|2020-05-26|2768.0|0|541.0|0|16.349350256875187|0|3309.0|0
0|2020-05-27|2768.0|0|541.0|0|16.349350256875187|0|3309.0|0
0|2020-05-28|2768.0|0|541.0|0|16.349350256875187|0|3309.0|0
0|2020-05-29|2768.0|0|541.0|0|16.349350256875187|0|3309.0|0
0|2020-05-30|2768.0|0|541.0|0|16.349350256875187|0|3309.0|0
0|2020-05-31|2768.0|0|541.0|0|16.349350256875187|0|3309.0|0
0|2020-06-01|3051.0|0|370.0|0|10.815551008477053|0|3421.0|0
0|2020-06-02|3051.0|0|370.0|0|10.815551008477053|0|3421.0|0
0|2020-06-03|3051.0|0|370.0|0|10.815551008477053|0|3421.0|0
0|2020-06-04|3051.0|0|370.0|0|10.815551008477053|0|3421.0|0
0|2020-06-05|3051.0|0|370.0|0|10.815551008477053|0|3421.0|0
0|2020-06-06|3051.0|0|370.0|0|10.815551008477053|0|3421.0|0
0|2020-06-07|3051.0|0|370.0|0|10.815551008477053|0|3421.0|0
0|2020-06-08|3051.0|0|370.0|0|10.815551008477053|0|3421.0|0
0|2020-06-09|3051.0|0|370.0|0|10.815551008477053|0|3421.0|0
0|2020-06-10|3051.0|0|370.0|0|10.815551008477053|0|3421.0|0
0|2020-06-11|3051.0|0|370.0|0|10.815551008477053|0|3421.0|0
0|2020-06-12|3051.0|0|370.0|0|10.815551008477053|0|3421.0|0
0|2020-06-13|3051.0|0|370.0|0|10.815551008477053|0|3421.0|0
0|2020-06-14|3051.0|0|370.0|0|10.815551008477053|0|3421.0|0
0|2020-06-15|3051.0|0|370.0|0|10.815551008477053|0|3421.0|0
0|2020-06-16|3051.0|0|370.0|0|10.815551008477053|0|3421.0|0
0|2020-06-17|3051.0|0|370.0|0|10.815551008477053|0|3421.0|0
0|2020-06-18|3051.0|0|370.0|0|10.815551008477053|0|3421.0|0
0|2020-06-19|3051.0|0|370.0|0|10.815551008477053|0|3421.0|0
0|2020-06-20|3051.0|0|370.0|0|10.815551008477053|0|3421.0|0
0|2020-06-21|3051.0|0|370.0|0|10.815551008477053|0|3421.0|0
0|2020-06-22|3051.0|0|370.0|0|10.815551008477053|0|3421.0|0
0|2020-06-23|3051.0|0|370.0|0|10.815551008477053|0|3421.0|0
0|2020-06-24|3051.0|0|370.0|0|10.815551008477053|0|3421.0|0
0|2020-06-25|3051.0|0|370.0|0|10.815551008477053|0|3421.0|0
0|2020-06-26|3051.0|0|370.0|0|10.815551008477053|0|3421.0|0
0|2020-06-27|3051.0|0|370.0|0|10.815551008477053|0|3421.0|0
0|2020-06-28|3051.0|0|370.0|0|10.815551008477053|0|3421.0|0
0|2020-06-29|3051.0|0|370.0|0|10.815551008477053|0|3421.0|0
0|2020-06-30|3051.0|0|370.0|0|10.815551008477053|0|3421.0|0
0|2020-07-01|2978.0|0|269.0|0|8.284570372651679|0|3247.0|0
0|2020-07-02|2978.0|0|269.0|0|8.284570372651679|0|3247.0|0
0|2020-07-03|2978.0|0|269.0|0|8.284570372651679|0|3247.0|0
0|2020-07-04|2978.0|0|269.0|0|8.284570372651679|0|3247.0|0
0|2020-07-05|2978.0|0|269.0|0|8.284570372651679|0|3247.0|0
0|2020-07-06|2978.0|0|269.0|0|8.284570372651679|0|3247.0|0
0|2020-07-07|2978.0|0|269.0|0|8.284570372651679|0|3247.0|0
0|2020-07-08|2978.0|0|269.0|0|8.284570372651679|0|3247.0|0
0|2020-07-09|2978.0|0|269.0|0|8.284570372651679|0|3247.0|0
0|2020-07-10|2978.0|0|269.0|0|8.284570372651679|0|3247.0|0
0|2020-07-11|2978.0|0|269.0|0|8.284570372651679|0|3247.0|0
0|2020-07-12|2978.0|0|269.0|0|8.284570372651679|0|3247.0|0
0|2020-07-13|2978.0|0|269.0|0|8.284570372651679|0|3247.0|0
0|2020-07-14|2978.0|0|269.0|0|8.284570372651679|0|3247.0|0
0|2020-07-15|2978.0|0|269.0|0|8.284570372651679|0|3247.0|0
0|2020-07-16|2978.0|0|269.0|0|8.284570372651679|0|3247.0|0
0|2020-07-17|2978.0|0|269.0|0|8.284570372651679|0|3247.0|0
0|2020-07-18|2978.0|0|269.0|0|8.284570372651679|0|3247.0|0
0|2020-07-19|2978.0|0|269.0|0|8.284570372651679|0|3247.0|0
0|2020-07-20|2978.0|0|269.0|0|8.284570372651679|0|3247.0|0
0|2020-07-21|2978.0|0|269.0|0|8.284570372651679|0|3247.0|0
0|2020-07-22|2978.0|0|269.0|0|8.284570372651679|0|3247.0|0
0|2020-07-23|2978.0|0|269.0|0|8.284570372651679|0|3247.0|0
0|2020-07-24|2978.0|0|269.0|0|8.284570372651679|0|3247.0|0
0|2020-07-25|2978.0|0|269.0|0|8.284570372651679|0|3247.0|0
0|2020-07-26|2978.0|0|269.0|0|8.284570372651679|0|3247.0|0
0|2020-07-27|2978.0|0|269.0|0|8.284570372651679|0|3247.0|0
0|2020-07-28|2978.0|0|269.0|0|8.284570372651679|0|3247.0|0
0|2020-07-29|2978.0|0|269.0|0|8.284570372651679|0|3247.0|0
0|2020-07-30|2978.0|0|269.0|0|8.284570372651679|0|3247.0|0
0|2020-07-31|2978.0|0|269.0|0|8.284570372651679|0|3247.0|0
0|2020-08-01|3054.0|0|205.0|0|6.290273089904879|0|3259.0|0
0|2020-08-02|3054.0|0|205.0|0|6.290273089904879|0|3259.0|0
0|2020-08-03|3054.0|0|205.0|0|6.290273089904879|0|3259.0|0
0|2020-08-04|3054.0|0|205.0|0|6.290273089904879|0|3259.0|0
0|2020-08-05|3054.0|0|205.0|0|6.290273089904879|0|3259.0|0
0|2020-08-06|3054.0|0|205.0|0|6.290273089904879|0|3259.0|0
0|2020-08-07|3054.0|0|205.0|0|6.290273089904879|0|3259.0|0
0|2020-08-08|3054.0|0|205.0|0|6.290273089904879|0|3259.0|0
0|2020-08-09|3054.0|0|205.0|0|6.290273089904879|0|3259.0|0
0|2020-08-10|3054.0|0|205.0|0|6.290273089904879|0|3259.0|0
0|2020-08-11|3054.0|0|205.0|0|6.290273089904879|0|3259.0|0
0|2020-08-12|3054.0|0|205.0|0|6.290273089904879|0|3259.0|0
0|2020-08-13|3054.0|0|205.0|0|6.290273089904879|0|3259.0|0
0|2020-08-14|3054.0|0|205.0|0|6.290273089904879|0|3259.0|0
0|2020-08-15|3054.0|0|205.0|0|6.290273089904879|0|3259.0|0
0|2020-08-16|3054.0|0|205.0|0|6.290273089904879|0|3259.0|0
0|2020-08-17|3054.0|0|205.0|0|6.290273089904879|0|3259.0|0
0|2020-08-18|3054.0|0|205.0|0|6.290273089904879|0|3259.0|0
0|2020-08-19|3054.0|0|205.0|0|6.290273089904879|0|3259.0|0
0|2020-08-20|3054.0|0|205.0|0|6.290273089904879|0|3259.0|0
0|2020-08-21|3054.0|0|205.0|0|6.290273089904879|0|3259.0|0
0|2020-08-22|3054.0|0|205.0|0|6.290273089904879|0|3259.0|0
0|2020-08-23|3054.0|0|205.0|0|6.290273089904879|0|3259.0|0
0|2020-08-24|3054.0|0|205.0|0|6.290273089904879|0|3259.0|0
0|2020-08-25|3054.0|0|205.0|0|6.290273089904879|0|3259.0|0
0|2020-08-26|3054.0|0|205.0|0|6.290273089904879|0|3259.0|0
0|2020-08-27|3054.0|0|205.0|0|6.290273089904879|0|3259.0|0
0|2020-08-28|3054.0|0|205.0|0|6.290273089904879|0|3259.0|0
0|2020-08-29|3054.0|0|205.0|0|6.290273089904879|0|3259.0|0
0|2020-08-30|3054.0|0|205.0|0|6.290273089904879|0|3259.0|0
0|2020-08-31|3054.0|0|205.0|0|6.290273089904879|0|3259.0|0
0|2020-09-01|3011.0|0|178.0|0|5.581687049231734|0|3189.0|0
0|2020-09-02|3011.0|0|178.0|0|5.581687049231734|0|3189.0|0
0|2020-09-03|3011.0|0|178.0|0|5.581687049231734|0|3189.0|0
0|2020-09-04|3011.0|0|178.0|0|5.581687049231734|0|3189.0|0
0|2020-09-05|3011.0|0|178.0|0|5.581687049231734|0|3189.0|0
0|2020-09-06|3011.0|0|178.0|0|5.581687049231734|0|3189.0|0
0|2020-09-07|3011.0|0|178.0|0|5.581687049231734|0|3189.0|0
0|2020-09-08|3011.0|0|178.0|0|5.581687049231734|0|3189.0|0
0|2020-09-09|3011.0|0|178.0|0|5.581687049231734|0|3189.0|0
0|2020-09-10|3011.0|0|178.0|0|5.581687049231734|0|3189.0|0
0|2020-09-11|3011.0|0|178.0|0|5.581687049231734|0|3189.0|0
0|2020-09-12|3011.0|0|178.0|0|5.581687049231734|0|3189.0|0
0|2020-09-13|3011.0|0|178.0|0|5.581687049231734|0|3189.0|0
0|2020-09-14|3011.0|0|178.0|0|5.581687049231734|0|3189.0|0
0|2020-09-15|3011.0|0|178.0|0|5.581687049231734|0|3189.0|0
0|2020-09-16|3011.0|0|178.0|0|5.581687049231734|0|3189.0|0
0|2020-09-17|3011.0|0|178.0|0|5.581687049231734|0|3189.0|0
0|2020-09-18|3011.0|0|178.0|0|5.581687049231734|0|3189.0|0
0|2020-09-19|3011.0|0|178.0|0|5.581687049231734|0|3189.0|0
0|2020-09-20|3011.0|0|178.0|0|5.581687049231734|0|3189.0|0
0|2020-09-21|3011.0|0|178.0|0|5.581687049231734|0|3189.0|0
0|2020-09-22|3011.0|0|178.0|0|5.581687049231734|0|3189.0|0
0|2020-09-23|3011.0|0|178.0|0|5.581687049231734|0|3189.0|0
0|2020-09-24|3011.0|0|178.0|0|5.581687049231734|0|3189.0|0
0|2020-09-25|3011.0|0|178.0|0|5.581687049231734|0|3189.0|0
0|2020-09-26|3011.0|0|178.0|0|5.581687049231734|0|3189.0|0
0|2020-09-27|3011.0|0|178.0|0|5.581687049231734|0|3189.0|0
0|2020-09-28|3011.0|0|178.0|0|5.581687049231734|0|3189.0|0
0|2020-09-29|3011.0|0|178.0|0|5.581687049231734|0|3189.0|0
0|2020-09-30|3011.0|0|178.0|0|5.581687049231734|0|3189.0|0
0|2020-10-01|3038.0|0|170.0|0|5.2992518703241895|0|3208.0|0
0|2020-10-02|3038.0|0|170.0|0|5.2992518703241895|0|3208.0|0
0|2020-10-03|3038.0|0|170.0|0|5.2992518703241895|0|3208.0|0
0|2020-10-04|3038.0|0|170.0|0|5.2992518703241895|0|3208.0|0
0|2020-10-05|3038.0|0|170.0|0|5.2992518703241895|0|3208.0|0
0|2020-10-06|3038.0|0|170.0|0|5.2992518703241895|0|3208.0|0
0|2020-10-07|3038.0|0|170.0|0|5.2992518703241895|0|3208.0|0
0|2020-10-08|3038.0|0|170.0|0|5.2992518703241895|0|3208.0|0
0|2020-10-09|3038.0|0|170.0|0|5.2992518703241895|0|3208.0|0
0|2020-10-10|3038.0|0|170.0|0|5.2992518703241895|0|3208.0|0
0|2020-10-11|3038.0|0|170.0|0|5.2992518703241895|0|3208.0|0
0|2020-10-12|3038.0|0|170.0|0|5.2992518703241895|0|3208.0|0
0|2020-10-13|3038.0|0|170.0|0|5.2992518703241895|0|3208.0|0
0|2020-10-14|3038.0|0|170.0|0|5.2992518703241895|0|3208.0|0
0|2020-10-15|3038.0|0|170.0|0|5.2992518703241895|0|3208.0|0
0|2020-10-16|3038.0|0|170.0|0|5.2992518703241895|0|3208.0|0
0|2020-10-17|3038.0|0|170.0|0|5.2992518703241895|0|3208.0|0
0|2020-10-18|3038.0|0|170.0|0|5.2992518703241895|0|3208.0|0
0|2020-10-19|3038.0|0|170.0|0|5.2992518703241895|0|3208.0|0
0|2020-10-20|3038.0|0|170.0|0|5.2992518703241895|0|3208.0|0
0|2020-10-21|3038.0|0|170.0|0|5.2992518703241895|0|3208.0|0
0|2020-10-22|3038.0|0|170.0|0|5.2992518703241895|0|3208.0|0
0|2020-10-23|3038.0|0|170.0|0|5.2992518703241895|0|3208.0|0
0|2020-10-24|3038.0|0|170.0|0|5.2992518703241895|0|3208.0|0
0|2020-10-25|3038.0|0|170.0|0|5.2992518703241895|0|3208.0|0
0|2020-10-26|3038.0|0|170.0|0|5.2992518703241895|0|3208.0|0
0|2020-10-27|3038.0|0|170.0|0|5.2992518703241895|0|3208.0|0
0|2020-10-28|3038.0|0|170.0|0|5.2992518703241895|0|3208.0|0
0|2020-10-29|3038.0|0|170.0|0|5.2992518703241895|0|3208.0|0
0|2020-10-30|3038.0|0|170.0|0|5.2992518703241895|0|3208.0|0
0|2020-10-31|3038.0|0|170.0|0|5.2992518703241895|0|3208.0|0
0|2020-11-01|3011.0|0|216.0|0|6.693523396343353|0|3227.0|0
0|2020-11-02|3011.0|0|216.0|0|6.693523396343353|0|3227.0|0
0|2020-11-03|3011.0|0|216.0|0|6.693523396343353|0|3227.0|0
0|2020-11-04|3011.0|0|216.0|0|6.693523396343353|0|3227.0|0
0|2020-11-05|3011.0|0|216.0|0|6.693523396343353|0|3227.0|0
0|2020-11-06|3011.0|0|216.0|0|6.693523396343353|0|3227.0|0
0|2020-11-07|3011.0|0|216.0|0|6.693523396343353|0|3227.0|0
0|2020-11-08|3011.0|0|216.0|0|6.693523396343353|0|3227.0|0
0|2020-11-09|3011.0|0|216.0|0|6.693523396343353|0|3227.0|0
0|2020-11-10|3011.0|0|216.0|0|6.693523396343353|0|3227.0|0
0|2020-11-11|3011.0|0|216.0|0|6.693523396343353|0|3227.0|0
0|2020-11-12|3011.0|0|216.0|0|6.693523396343353|0|3227.0|0
0|2020-11-13|3011.0|0|216.0|0|6.693523396343353|0|3227.0|0
0|2020-11-14|3011.0|0|216.0|0|6.693523396343353|0|3227.0|0
0|2020-11-15|3011.0|0|216.0|0|6.693523396343353|0|3227.0|0
0|2020-11-16|3011.0|0|216.0|0|6.693523396343353|0|3227.0|0
0|2020-11-17|3011.0|0|216.0|0|6.693523396343353|0|3227.0|0
0|2020-11-18|3011.0|0|216.0|0|6.693523396343353|0|3227.0|0
0|2020-11-19|3011.0|0|216.0|0|6.693523396343353|0|3227.0|0
0|2020-11-20|3011.0|0|216.0|0|6.693523396343353|0|3227.0|0
0|2020-11-21|3011.0|0|216.0|0|6.693523396343353|0|3227.0|0
0|2020-11-22|3011.0|0|216.0|0|6.693523396343353|0|3227.0|0
0|2020-11-23|3011.0|0|216.0|0|6.693523396343353|0|3227.0|0
0|2020-11-24|3011.0|0|216.0|0|6.693523396343353|0|3227.0|0
0|2020-11-25|3011.0|0|216.0|0|6.693523396343353|0|3227.0|0
0|2020-11-26|3011.0|0|216.0|0|6.693523396343353|0|3227.0|0
0|2020-11-27|3011.0|0|216.0|0|6.693523396343353|0|3227.0|0
0|2020-11-28|3011.0|0|216.0|0|6.693523396343353|0|3227.0|0
0|2020-11-29|3011.0|0|216.0|0|6.693523396343353|0|3227.0|0
0|2020-11-30|3011.0|0|216.0|0|6.693523396343353|0|3227.0|0
0|2020-12-01|2925.0|0|303.0|0|9.386617100371748|0|3228.0|0
0|2020-12-02|2925.0|0|303.0|0|9.386617100371748|0|3228.0|0
0|2020-12-03|2925.0|0|303.0|0|9.386617100371748|0|3228.0|0
0|2020-12-04|2925.0|0|303.0|0|9.386617100371748|0|3228.0|0
0|2020-12-05|2925.0|0|303.0|0|9.386617100371748|0|3228.0|0
0|2020-12-06|2925.0|0|303.0|0|9.386617100371748|0|3228.0|0
0|2020-12-07|2925.0|0|303.0|0|9.386617100371748|0|3228.0|0
0|2020-12-08|2925.0|0|303.0|0|9.386617100371748|0|3228.0|0
