|dates|Rappahannock_Virginia_UnitedStates.BLS_EmployedPopulation.data|Rappahannock_Virginia_UnitedStates.BLS_EmployedPopulation.missing|Rappahannock_Virginia_UnitedStates.BLS_UnemployedPopulation.data|Rappahannock_Virginia_UnitedStates.BLS_UnemployedPopulation.missing|Rappahannock_Virginia_UnitedStates.BLS_UnemploymentRate.data|Rappahannock_Virginia_UnitedStates.BLS_UnemploymentRate.missing|Rappahannock_Virginia_UnitedStates.BLS_LaborForcePopulation.data|Rappahannock_Virginia_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|3683.0|0|99.5|0|2.6305353602115003|0|3782.5|0
0|2020-01-02|3683.0|0|99.5|0|2.6305353602115003|0|3782.5|0
0|2020-01-03|3683.0|0|99.5|0|2.6305353602115003|0|3782.5|0
0|2020-01-04|3683.0|0|99.5|0|2.6305353602115003|0|3782.5|0
0|2020-01-05|3683.0|0|99.5|0|2.6305353602115003|0|3782.5|0
0|2020-01-06|3683.0|0|99.5|0|2.6305353602115003|0|3782.5|0
0|2020-01-07|3683.0|0|99.5|0|2.6305353602115003|0|3782.5|0
0|2020-01-08|3683.0|0|99.5|0|2.6305353602115003|0|3782.5|0
0|2020-01-09|3683.0|0|99.5|0|2.6305353602115003|0|3782.5|0
0|2020-01-10|3683.0|0|99.5|0|2.6305353602115003|0|3782.5|0
0|2020-01-11|3683.0|0|99.5|0|2.6305353602115003|0|3782.5|0
0|2020-01-12|3683.0|0|99.5|0|2.6305353602115003|0|3782.5|0
0|2020-01-13|3683.0|0|99.5|0|2.6305353602115003|0|3782.5|0
0|2020-01-14|3683.0|0|99.5|0|2.6305353602115003|0|3782.5|0
0|2020-01-15|3683.0|0|99.5|0|2.6305353602115003|0|3782.5|0
0|2020-01-16|3683.0|0|99.5|0|2.6305353602115003|0|3782.5|0
0|2020-01-17|3683.0|0|99.5|0|2.6305353602115003|0|3782.5|0
0|2020-01-18|3683.0|0|99.5|0|2.6305353602115003|0|3782.5|0
0|2020-01-19|3683.0|0|99.5|0|2.6305353602115003|0|3782.5|0
0|2020-01-20|3683.0|0|99.5|0|2.6305353602115003|0|3782.5|0
0|2020-01-21|3683.0|0|99.5|0|2.6305353602115003|0|3782.5|0
0|2020-01-22|3683.0|0|99.5|0|2.6305353602115003|0|3782.5|0
0|2020-01-23|3683.0|0|99.5|0|2.6305353602115003|0|3782.5|0
0|2020-01-24|3683.0|0|99.5|0|2.6305353602115003|0|3782.5|0
0|2020-01-25|3683.0|0|99.5|0|2.6305353602115003|0|3782.5|0
0|2020-01-26|3683.0|0|99.5|0|2.6305353602115003|0|3782.5|0
0|2020-01-27|3683.0|0|99.5|0|2.6305353602115003|0|3782.5|0
0|2020-01-28|3683.0|0|99.5|0|2.6305353602115003|0|3782.5|0
0|2020-01-29|3683.0|0|99.5|0|2.6305353602115003|0|3782.5|0
0|2020-01-30|3683.0|0|99.5|0|2.6305353602115003|0|3782.5|0
0|2020-01-31|3683.0|0|99.5|0|2.6305353602115003|0|3782.5|0
0|2020-02-01|3705.5|0|85.5|0|2.255341598522817|0|3791.0|0
0|2020-02-02|3705.5|0|85.5|0|2.255341598522817|0|3791.0|0
0|2020-02-03|3705.5|0|85.5|0|2.255341598522817|0|3791.0|0
0|2020-02-04|3705.5|0|85.5|0|2.255341598522817|0|3791.0|0
0|2020-02-05|3705.5|0|85.5|0|2.255341598522817|0|3791.0|0
0|2020-02-06|3705.5|0|85.5|0|2.255341598522817|0|3791.0|0
0|2020-02-07|3705.5|0|85.5|0|2.255341598522817|0|3791.0|0
0|2020-02-08|3705.5|0|85.5|0|2.255341598522817|0|3791.0|0
0|2020-02-09|3705.5|0|85.5|0|2.255341598522817|0|3791.0|0
0|2020-02-10|3705.5|0|85.5|0|2.255341598522817|0|3791.0|0
0|2020-02-11|3705.5|0|85.5|0|2.255341598522817|0|3791.0|0
0|2020-02-12|3705.5|0|85.5|0|2.255341598522817|0|3791.0|0
0|2020-02-13|3705.5|0|85.5|0|2.255341598522817|0|3791.0|0
0|2020-02-14|3705.5|0|85.5|0|2.255341598522817|0|3791.0|0
0|2020-02-15|3705.5|0|85.5|0|2.255341598522817|0|3791.0|0
0|2020-02-16|3705.5|0|85.5|0|2.255341598522817|0|3791.0|0
0|2020-02-17|3705.5|0|85.5|0|2.255341598522817|0|3791.0|0
0|2020-02-18|3705.5|0|85.5|0|2.255341598522817|0|3791.0|0
0|2020-02-19|3705.5|0|85.5|0|2.255341598522817|0|3791.0|0
