|dates|Willacy_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Willacy_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Willacy_Texas_UnitedStates.Male_Total_Population.data|Willacy_Texas_UnitedStates.Male_Total_Population.missing|Willacy_Texas_UnitedStates.Female_Total_Population.data|Willacy_Texas_UnitedStates.Female_Total_Population.missing|Willacy_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Willacy_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3015.0|0|11893.0|0|9622.0|0|5088.0|0
