|dates|Maricopa_Arizona_UnitedStates.BLS_EmployedPopulation.data|Maricopa_Arizona_UnitedStates.BLS_EmployedPopulation.missing|Maricopa_Arizona_UnitedStates.BLS_UnemployedPopulation.data|Maricopa_Arizona_UnitedStates.BLS_UnemployedPopulation.missing|Maricopa_Arizona_UnitedStates.BLS_UnemploymentRate.data|Maricopa_Arizona_UnitedStates.BLS_UnemploymentRate.missing|Maricopa_Arizona_UnitedStates.BLS_LaborForcePopulation.data|Maricopa_Arizona_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|2253017.5|0|95782.5|0|4.07793341280654|0|2348800.0|0
0|2020-01-02|2253017.5|0|95782.5|0|4.07793341280654|0|2348800.0|0
0|2020-01-03|2253017.5|0|95782.5|0|4.07793341280654|0|2348800.0|0
0|2020-01-04|2253017.5|0|95782.5|0|4.07793341280654|0|2348800.0|0
0|2020-01-05|2253017.5|0|95782.5|0|4.07793341280654|0|2348800.0|0
0|2020-01-06|2253017.5|0|95782.5|0|4.07793341280654|0|2348800.0|0
0|2020-01-07|2253017.5|0|95782.5|0|4.07793341280654|0|2348800.0|0
0|2020-01-08|2253017.5|0|95782.5|0|4.07793341280654|0|2348800.0|0
0|2020-01-09|2253017.5|0|95782.5|0|4.07793341280654|0|2348800.0|0
0|2020-01-10|2253017.5|0|95782.5|0|4.07793341280654|0|2348800.0|0
0|2020-01-11|2253017.5|0|95782.5|0|4.07793341280654|0|2348800.0|0
0|2020-01-12|2253017.5|0|95782.5|0|4.07793341280654|0|2348800.0|0
0|2020-01-13|2253017.5|0|95782.5|0|4.07793341280654|0|2348800.0|0
0|2020-01-14|2253017.5|0|95782.5|0|4.07793341280654|0|2348800.0|0
0|2020-01-15|2253017.5|0|95782.5|0|4.07793341280654|0|2348800.0|0
0|2020-01-16|2253017.5|0|95782.5|0|4.07793341280654|0|2348800.0|0
0|2020-01-17|2253017.5|0|95782.5|0|4.07793341280654|0|2348800.0|0
0|2020-01-18|2253017.5|0|95782.5|0|4.07793341280654|0|2348800.0|0
0|2020-01-19|2253017.5|0|95782.5|0|4.07793341280654|0|2348800.0|0
0|2020-01-20|2253017.5|0|95782.5|0|4.07793341280654|0|2348800.0|0
0|2020-01-21|2253017.5|0|95782.5|0|4.07793341280654|0|2348800.0|0
0|2020-01-22|2253017.5|0|95782.5|0|4.07793341280654|0|2348800.0|0
0|2020-01-23|2253017.5|0|95782.5|0|4.07793341280654|0|2348800.0|0
0|2020-01-24|2253017.5|0|95782.5|0|4.07793341280654|0|2348800.0|0
0|2020-01-25|2253017.5|0|95782.5|0|4.07793341280654|0|2348800.0|0
0|2020-01-26|2253017.5|0|95782.5|0|4.07793341280654|0|2348800.0|0
0|2020-01-27|2253017.5|0|95782.5|0|4.07793341280654|0|2348800.0|0
0|2020-01-28|2253017.5|0|95782.5|0|4.07793341280654|0|2348800.0|0
0|2020-01-29|2253017.5|0|95782.5|0|4.07793341280654|0|2348800.0|0
0|2020-01-30|2253017.5|0|95782.5|0|4.07793341280654|0|2348800.0|0
0|2020-01-31|2253017.5|0|95782.5|0|4.07793341280654|0|2348800.0|0
0|2020-02-01|2267840.5|0|91250.5|0|3.868036459805917|0|2359091.0|0
0|2020-02-02|2267840.5|0|91250.5|0|3.868036459805917|0|2359091.0|0
0|2020-02-03|2267840.5|0|91250.5|0|3.868036459805917|0|2359091.0|0
0|2020-02-04|2267840.5|0|91250.5|0|3.868036459805917|0|2359091.0|0
0|2020-02-05|2267840.5|0|91250.5|0|3.868036459805917|0|2359091.0|0
0|2020-02-06|2267840.5|0|91250.5|0|3.868036459805917|0|2359091.0|0
0|2020-02-07|2267840.5|0|91250.5|0|3.868036459805917|0|2359091.0|0
0|2020-02-08|2267840.5|0|91250.5|0|3.868036459805917|0|2359091.0|0
0|2020-02-09|2267840.5|0|91250.5|0|3.868036459805917|0|2359091.0|0
0|2020-02-10|2267840.5|0|91250.5|0|3.868036459805917|0|2359091.0|0
0|2020-02-11|2267840.5|0|91250.5|0|3.868036459805917|0|2359091.0|0
0|2020-02-12|2267840.5|0|91250.5|0|3.868036459805917|0|2359091.0|0
0|2020-02-13|2267840.5|0|91250.5|0|3.868036459805917|0|2359091.0|0
0|2020-02-14|2267840.5|0|91250.5|0|3.868036459805917|0|2359091.0|0
0|2020-02-15|2267840.5|0|91250.5|0|3.868036459805917|0|2359091.0|0
0|2020-02-16|2267840.5|0|91250.5|0|3.868036459805917|0|2359091.0|0
0|2020-02-17|2267840.5|0|91250.5|0|3.868036459805917|0|2359091.0|0
0|2020-02-18|2267840.5|0|91250.5|0|3.868036459805917|0|2359091.0|0
0|2020-02-19|2267840.5|0|91250.5|0|3.868036459805917|0|2359091.0|0
0|2020-02-20|2267840.5|0|91250.5|0|3.868036459805917|0|2359091.0|0
0|2020-02-21|2267840.5|0|91250.5|0|3.868036459805917|0|2359091.0|0
0|2020-02-22|2267840.5|0|91250.5|0|3.868036459805917|0|2359091.0|0
0|2020-02-23|2267840.5|0|91250.5|0|3.868036459805917|0|2359091.0|0
0|2020-02-24|2267840.5|0|91250.5|0|3.868036459805917|0|2359091.0|0
0|2020-02-25|2267840.5|0|91250.5|0|3.868036459805917|0|2359091.0|0
0|2020-02-26|2267840.5|0|91250.5|0|3.868036459805917|0|2359091.0|0
0|2020-02-27|2267840.5|0|91250.5|0|3.868036459805917|0|2359091.0|0
0|2020-02-28|2267840.5|0|91250.5|0|3.868036459805917|0|2359091.0|0
0|2020-02-29|2267840.5|0|91250.5|0|3.868036459805917|0|2359091.0|0
0|2020-03-01|2218093.5|0|115189.5|0|4.936799350957428|0|2333283.0|0
0|2020-03-02|2218093.5|0|115189.5|0|4.936799350957428|0|2333283.0|0
0|2020-03-03|2218093.5|0|115189.5|0|4.936799350957428|0|2333283.0|0
0|2020-03-04|2218093.5|0|115189.5|0|4.936799350957428|0|2333283.0|0
0|2020-03-05|2218093.5|0|115189.5|0|4.936799350957428|0|2333283.0|0
0|2020-03-06|2218093.5|0|115189.5|0|4.936799350957428|0|2333283.0|0
0|2020-03-07|2218093.5|0|115189.5|0|4.936799350957428|0|2333283.0|0
0|2020-03-08|2218093.5|0|115189.5|0|4.936799350957428|0|2333283.0|0
0|2020-03-09|2218093.5|0|115189.5|0|4.936799350957428|0|2333283.0|0
0|2020-03-10|2218093.5|0|115189.5|0|4.936799350957428|0|2333283.0|0
0|2020-03-11|2218093.5|0|115189.5|0|4.936799350957428|0|2333283.0|0
0|2020-03-12|2218093.5|0|115189.5|0|4.936799350957428|0|2333283.0|0
0|2020-03-13|2218093.5|0|115189.5|0|4.936799350957428|0|2333283.0|0
0|2020-03-14|2218093.5|0|115189.5|0|4.936799350957428|0|2333283.0|0
0|2020-03-15|2218093.5|0|115189.5|0|4.936799350957428|0|2333283.0|0
0|2020-03-16|2218093.5|0|115189.5|0|4.936799350957428|0|2333283.0|0
0|2020-03-17|2218093.5|0|115189.5|0|4.936799350957428|0|2333283.0|0
0|2020-03-18|2218093.5|0|115189.5|0|4.936799350957428|0|2333283.0|0
0|2020-03-19|2218093.5|0|115189.5|0|4.936799350957428|0|2333283.0|0
0|2020-03-20|2218093.5|0|115189.5|0|4.936799350957428|0|2333283.0|0
0|2020-03-21|2218093.5|0|115189.5|0|4.936799350957428|0|2333283.0|0
0|2020-03-22|2218093.5|0|115189.5|0|4.936799350957428|0|2333283.0|0
0|2020-03-23|2218093.5|0|115189.5|0|4.936799350957428|0|2333283.0|0
0|2020-03-24|2218093.5|0|115189.5|0|4.936799350957428|0|2333283.0|0
0|2020-03-25|2218093.5|0|115189.5|0|4.936799350957428|0|2333283.0|0
0|2020-03-26|2218093.5|0|115189.5|0|4.936799350957428|0|2333283.0|0
0|2020-03-27|2218093.5|0|115189.5|0|4.936799350957428|0|2333283.0|0
0|2020-03-28|2218093.5|0|115189.5|0|4.936799350957428|0|2333283.0|0
0|2020-03-29|2218093.5|0|115189.5|0|4.936799350957428|0|2333283.0|0
0|2020-03-30|2218093.5|0|115189.5|0|4.936799350957428|0|2333283.0|0
0|2020-03-31|2218093.5|0|115189.5|0|4.936799350957428|0|2333283.0|0
0|2020-04-01|2005409.5|0|297795.5|0|12.929613299727988|0|2303205.0|0
0|2020-04-02|2005409.5|0|297795.5|0|12.929613299727988|0|2303205.0|0
0|2020-04-03|2005409.5|0|297795.5|0|12.929613299727988|0|2303205.0|0
0|2020-04-04|2005409.5|0|297795.5|0|12.929613299727988|0|2303205.0|0
0|2020-04-05|2005409.5|0|297795.5|0|12.929613299727988|0|2303205.0|0
