|dates|Jasper_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jasper_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jasper_Illinois_UnitedStates.Male_Total_Population.data|Jasper_Illinois_UnitedStates.Male_Total_Population.missing|Jasper_Illinois_UnitedStates.Female_Total_Population.data|Jasper_Illinois_UnitedStates.Female_Total_Population.missing|Jasper_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Jasper_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1862.0|0|4808.0|0|4803.0|0|2210.0|0
