|dates|GoldenValley_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|GoldenValley_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|GoldenValley_Montana_UnitedStates.Male_Total_Population.data|GoldenValley_Montana_UnitedStates.Male_Total_Population.missing|GoldenValley_Montana_UnitedStates.Female_Total_Population.data|GoldenValley_Montana_UnitedStates.Female_Total_Population.missing|GoldenValley_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|GoldenValley_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|224.0|0|413.0|0|413.0|0|175.0|0
