|dates|Wilkes_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wilkes_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wilkes_Georgia_UnitedStates.Male_Total_Population.data|Wilkes_Georgia_UnitedStates.Male_Total_Population.missing|Wilkes_Georgia_UnitedStates.Female_Total_Population.data|Wilkes_Georgia_UnitedStates.Female_Total_Population.missing|Wilkes_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Wilkes_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2282.0|0|4741.0|0|5135.0|0|2088.0|0
