|dates|Washington_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Washington_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Washington_Illinois_UnitedStates.Male_Total_Population.data|Washington_Illinois_UnitedStates.Male_Total_Population.missing|Washington_Illinois_UnitedStates.Female_Total_Population.data|Washington_Illinois_UnitedStates.Female_Total_Population.missing|Washington_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Washington_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2815.0|0|6988.0|0|7007.0|0|2993.0|0
