|dates|Hendricks_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hendricks_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hendricks_Indiana_UnitedStates.Male_Total_Population.data|Hendricks_Indiana_UnitedStates.Male_Total_Population.missing|Hendricks_Indiana_UnitedStates.Female_Total_Population.data|Hendricks_Indiana_UnitedStates.Female_Total_Population.missing|Hendricks_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Hendricks_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|23141.0|0|83558.0|0|83451.0|0|41780.0|0
