|dates|Marshall_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Marshall_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Marshall_Oklahoma_UnitedStates.Male_Total_Population.data|Marshall_Oklahoma_UnitedStates.Male_Total_Population.missing|Marshall_Oklahoma_UnitedStates.Female_Total_Population.data|Marshall_Oklahoma_UnitedStates.Female_Total_Population.missing|Marshall_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Marshall_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3650.0|0|8230.0|0|8576.0|0|3880.0|0
