|dates|Luce_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Luce_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Luce_Michigan_UnitedStates.Male_Total_Population.data|Luce_Michigan_UnitedStates.Male_Total_Population.missing|Luce_Michigan_UnitedStates.Female_Total_Population.data|Luce_Michigan_UnitedStates.Female_Total_Population.missing|Luce_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Luce_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1292.0|0|3699.0|0|2584.0|0|1037.0|0
