|dates|Evans_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Evans_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Evans_Georgia_UnitedStates.Male_Total_Population.data|Evans_Georgia_UnitedStates.Male_Total_Population.missing|Evans_Georgia_UnitedStates.Female_Total_Population.data|Evans_Georgia_UnitedStates.Female_Total_Population.missing|Evans_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Evans_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1718.0|0|5216.0|0|5505.0|0|2870.0|0
