|dates|Bee_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bee_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bee_Texas_UnitedStates.Male_Total_Population.data|Bee_Texas_UnitedStates.Male_Total_Population.missing|Bee_Texas_UnitedStates.Female_Total_Population.data|Bee_Texas_UnitedStates.Female_Total_Population.missing|Bee_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Bee_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4012.0|0|19819.0|0|12768.0|0|6863.0|0
