|dates|Ferry_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ferry_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ferry_Washington_UnitedStates.Male_Total_Population.data|Ferry_Washington_UnitedStates.Male_Total_Population.missing|Ferry_Washington_UnitedStates.Female_Total_Population.data|Ferry_Washington_UnitedStates.Female_Total_Population.missing|Ferry_Washington_UnitedStates.MaleAndFemale_Under18_Population.data|Ferry_Washington_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2082.0|0|3909.0|0|3740.0|0|1333.0|0
