|dates|Hamblen_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hamblen_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hamblen_Tennessee_UnitedStates.Male_Total_Population.data|Hamblen_Tennessee_UnitedStates.Male_Total_Population.missing|Hamblen_Tennessee_UnitedStates.Female_Total_Population.data|Hamblen_Tennessee_UnitedStates.Female_Total_Population.missing|Hamblen_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Hamblen_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|11923.0|0|31520.0|0|33049.0|0|14901.0|0
