|dates|Audubon_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Audubon_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Audubon_Iowa_UnitedStates.Male_Total_Population.data|Audubon_Iowa_UnitedStates.Male_Total_Population.missing|Audubon_Iowa_UnitedStates.Female_Total_Population.data|Audubon_Iowa_UnitedStates.Female_Total_Population.missing|Audubon_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Audubon_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1362.0|0|2673.0|0|2833.0|0|1125.0|0
