|dates|Norfolk_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Norfolk_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Norfolk_Virginia_UnitedStates.Male_Total_Population.data|Norfolk_Virginia_UnitedStates.Male_Total_Population.missing|Norfolk_Virginia_UnitedStates.Female_Total_Population.data|Norfolk_Virginia_UnitedStates.Female_Total_Population.missing|Norfolk_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Norfolk_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|27334.0|0|127235.0|0|116841.0|0|47785.0|0
