|dates|Texas_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Texas_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Texas_Missouri_UnitedStates.Male_Total_Population.data|Texas_Missouri_UnitedStates.Male_Total_Population.missing|Texas_Missouri_UnitedStates.Female_Total_Population.data|Texas_Missouri_UnitedStates.Female_Total_Population.missing|Texas_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Texas_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5391.0|0|13430.0|0|12141.0|0|5432.0|0
