|dates|Lafayette_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lafayette_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lafayette_Mississippi_UnitedStates.Male_Total_Population.data|Lafayette_Mississippi_UnitedStates.Male_Total_Population.missing|Lafayette_Mississippi_UnitedStates.Female_Total_Population.data|Lafayette_Mississippi_UnitedStates.Female_Total_Population.missing|Lafayette_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Lafayette_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6929.0|0|26552.0|0|28241.0|0|9919.0|0
