|dates|Travis_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Travis_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Travis_Texas_UnitedStates.Male_Total_Population.data|Travis_Texas_UnitedStates.Male_Total_Population.missing|Travis_Texas_UnitedStates.Female_Total_Population.data|Travis_Texas_UnitedStates.Female_Total_Population.missing|Travis_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Travis_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|123395.0|0|631266.0|0|617477.0|0|270726.0|0
