|dates|Moniteau_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Moniteau_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Moniteau_Missouri_UnitedStates.Male_Total_Population.data|Moniteau_Missouri_UnitedStates.Male_Total_Population.missing|Moniteau_Missouri_UnitedStates.Female_Total_Population.data|Moniteau_Missouri_UnitedStates.Female_Total_Population.missing|Moniteau_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Moniteau_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2543.0|0|8567.0|0|7554.0|0|3933.0|0
