|dates|Lewis_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lewis_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lewis_Missouri_UnitedStates.Male_Total_Population.data|Lewis_Missouri_UnitedStates.Male_Total_Population.missing|Lewis_Missouri_UnitedStates.Female_Total_Population.data|Lewis_Missouri_UnitedStates.Female_Total_Population.missing|Lewis_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Lewis_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1822.0|0|4950.0|0|4905.0|0|2173.0|0
