|dates|Berrien_Michigan_UnitedStates.AveragePrecipitationTotal.data|Berrien_Michigan_UnitedStates.AveragePrecipitationTotal.missing|Berrien_Michigan_UnitedStates.AveragePrecipitation.data|Berrien_Michigan_UnitedStates.AveragePrecipitation.missing|Berrien_Michigan_UnitedStates.AverageWindDirection.data|Berrien_Michigan_UnitedStates.AverageWindDirection.missing|Berrien_Michigan_UnitedStates.AverageWindSpeed.data|Berrien_Michigan_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|216.45833333333334|0|11.729166666666666|0
0|2020-01-02|0.0|0|0.0|0|217.29166666666666|0|11.270833333333334|0
0|2020-01-03|0.0|0|0.0|0|79.16666666666667|0|2.7291666666666665|0
0|2020-01-04|0.0|0|0.001087962962962963|0|148.40277777777777|0|5.423611111111111|0
0|2020-01-05|0.002916666666666667|0|0.0|0|237.70833333333334|0|14.291666666666666|0
0|2020-01-06|0.0|0|0.0|0|266.25|0|12.375|0
0|2020-01-07|0.0|0|0.0|0|243.64583333333334|0|11.645833333333334|0
0|2020-01-08|0.0|0|0.0|0|214.58333333333334|0|9.9375|0
0|2020-01-09|0.0|0|0.0|0|167.29166666666666|0|16.854166666666668|0
0|2020-01-10|0.0|0|0.013020833333333334|0|148.86111111111111|0|6.3493055555555555|0
0|2020-01-11|0.03729166666666667|0|0.044038194444444435|0|46.579861111111114|0|7.747222222222221|0
0|2020-01-12|0.014583333333333332|0|0.0004166666666666667|0|81.04166666666667|0|4.986111111111112|0
0|2020-01-13|0.00010416666666666667|0|0.0004166666666666667|0|198.625|0|7.999305555555556|0
0|2020-01-14|0.0|0|0.0|0|209.58333333333334|0|9.583333333333334|0
0|2020-01-15|0.0|0|0.000625|0|120.27083333333333|0|5.113888888888889|0
0|2020-01-16|0.0008333333333333334|0|0.0|0|228.75|0|9.916666666666666|0
0|2020-01-17|0.0|0|0.007301587301587301|0|122.19742063492065|0|11.481646825396824|0
0|2020-01-18|0.0|0|0.014791666666666667|0|213.50000000000003|0|21.733333333333334|0
0|2020-01-19|0.0007499999999999999|0|0.0004166666666666667|0|194.6190476190476|0|13.915079365079366|0
0|2020-01-20|0.0008333333333333334|0|0.0008333333333333334|0|93.50694444444446|0|1.9340277777777777|0
0|2020-01-21|0.0004166666666666667|0|0.0|0|185.20833333333334|0|6.354166666666667|0
0|2020-01-22|0.0|0|0.0|0|185.41666666666666|0|8.708333333333334|0
0|2020-01-23|0.0|0|0.0005555555555555556|0|152.43055555555557|0|7.760416666666667|0
0|2020-01-24|0.0014583333333333334|0|0.009427579365079366|0|109.27281746031746|0|6.779960317460318|0
0|2020-01-25|0.010833333333333334|0|0.0018055555555555557|0|239.40972222222226|0|9.704166666666666|0
0|2020-01-26|0.002916666666666667|0|0.0006944444444444445|0|270.76388888888886|0|12.034722222222221|0
0|2020-01-27|0.000625|0|0.00048611111111111115|0|129.99305555555554|0|4.692361111111111|0
0|2020-01-28|0.00011904761904761905|0|0.0009375|0|208.70535714285714|0|4.8601190476190474|0
0|2020-01-29|0.0008333333333333334|0|0.0|0|100.20833333333333|0|3.6458333333333335|0
0|2020-01-30|0.0|0|0.0|0|126.7361111111111|0|3.8125|0
0|2020-01-31|0.0|0|0.0|0|139.13194444444443|0|3.6875|0
0|2020-02-01|0.0|0|0.0007638888888888889|0|225.41666666666666|0|10.277777777777779|0
0|2020-02-02|0.00125|0|0.0|0|246.25|0|14.708333333333334|0
0|2020-02-03|0.0|0|0.0|0|62.083333333333336|0|4.291666666666667|0
0|2020-02-04|0.0|0|0.0|0|18.125|0|6.256944444444444|0
0|2020-02-05|0.0|0|0.002958333333333333|0|57.34722222222222|0|7.441666666666666|0
0|2020-02-06|0.006666666666666667|0|0.0021249999999999997|0|14.777777777777777|0|5.715972222222223|0
0|2020-02-07|0.0008333333333333334|0|0.0|0|172.91666666666666|0|6.604166666666667|0
0|2020-02-08|0.0|0|0.0|0|221.35416666666666|0|8.083333333333334|0
0|2020-02-09|0.0|0|0.0007638888888888889|0|189.63888888888889|0|11.101388888888886|0
0|2020-02-10|0.0004166666666666667|0|0.0|0|72.53472222222223|0|4.638888888888889|0
0|2020-02-11|0.0|0|0.0|0|265.1041666666667|0|11.163194444444445|0
0|2020-02-12|0.0|0|0.0025|0|191.97916666666666|0|7.354166666666667|0
0|2020-02-13|0.003541666666666667|0|0.0029583333333333336|0|186.8611111111111|0|7.070833333333334|0
0|2020-02-14|0.0004166666666666667|0|0.0|0|250.43055555555554|0|9.723611111111111|0
0|2020-02-15|0.0|0|0.00020833333333333335|0|205.625|0|12.895833333333334|0
0|2020-02-16|0.0004166666666666667|0|0.0|0|197.7777777777778|0|5.333333333333333|0
0|2020-02-17|0.0|0|0.0029999999999999996|0|116.18055555555556|0|12.052777777777777|0
0|2020-02-18|0.0022222222222222222|0|0.0005208333333333333|0|274.5833333333333|0|12.163194444444445|0
0|2020-02-19|0.0|0|0.0|0|257.02777777777777|0|7.826388888888889|0
0|2020-02-20|0.0|0|0.0|0|213.85416666666666|0|6.065972222222221|0
0|2020-02-21|0.0|0|0.0|0|247.08333333333334|0|13.083333333333334|0
0|2020-02-22|0.0|0|0.0|0|223.33333333333334|0|12.833333333333334|0
