|dates|Mineral_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Mineral_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Mineral_Montana_UnitedStates.Male_Total_Population.data|Mineral_Montana_UnitedStates.Male_Total_Population.missing|Mineral_Montana_UnitedStates.Female_Total_Population.data|Mineral_Montana_UnitedStates.Female_Total_Population.missing|Mineral_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|Mineral_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1247.0|0|2200.0|0|2116.0|0|781.0|0
