|dates|Stafford_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Stafford_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Stafford_Kansas_UnitedStates.Male_Total_Population.data|Stafford_Kansas_UnitedStates.Male_Total_Population.missing|Stafford_Kansas_UnitedStates.Female_Total_Population.data|Stafford_Kansas_UnitedStates.Female_Total_Population.missing|Stafford_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Stafford_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|927.0|0|2121.0|0|2057.0|0|979.0|0
