|dates|ClearCreek_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|ClearCreek_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|ClearCreek_Colorado_UnitedStates.Male_Total_Population.data|ClearCreek_Colorado_UnitedStates.Male_Total_Population.missing|ClearCreek_Colorado_UnitedStates.Female_Total_Population.data|ClearCreek_Colorado_UnitedStates.Female_Total_Population.missing|ClearCreek_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|ClearCreek_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1953.0|0|5067.0|0|4538.0|0|1448.0|0
