|dates|Menard_Texas_UnitedStates.JHU_ConfirmedCases.data|Menard_Texas_UnitedStates.JHU_ConfirmedCases.missing|Menard_Texas_UnitedStates.NYT_ConfirmedCases.data|Menard_Texas_UnitedStates.NYT_ConfirmedCases.missing|Menard_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Menard_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Menard_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Menard_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|284.0|0|0.0|100|9.0|0|0.0|100
