|dates|CharlesMix_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|CharlesMix_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|CharlesMix_SouthDakota_UnitedStates.Male_Total_Population.data|CharlesMix_SouthDakota_UnitedStates.Male_Total_Population.missing|CharlesMix_SouthDakota_UnitedStates.Female_Total_Population.data|CharlesMix_SouthDakota_UnitedStates.Female_Total_Population.missing|CharlesMix_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|CharlesMix_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1715.0|0|4667.0|0|4671.0|0|2775.0|0
