|dates|Floyd_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Floyd_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Floyd_Indiana_UnitedStates.Male_Total_Population.data|Floyd_Indiana_UnitedStates.Male_Total_Population.missing|Floyd_Indiana_UnitedStates.Female_Total_Population.data|Floyd_Indiana_UnitedStates.Female_Total_Population.missing|Floyd_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Floyd_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|12549.0|0|37782.0|0|39999.0|0|17609.0|0
