|dates|Harding_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Harding_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Harding_NewMexico_UnitedStates.Male_Total_Population.data|Harding_NewMexico_UnitedStates.Male_Total_Population.missing|Harding_NewMexico_UnitedStates.Female_Total_Population.data|Harding_NewMexico_UnitedStates.Female_Total_Population.missing|Harding_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.data|Harding_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|247.0|0|335.0|0|320.0|0|80.0|0
