|dates|Larimer_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Larimer_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Larimer_Colorado_UnitedStates.Male_Total_Population.data|Larimer_Colorado_UnitedStates.Male_Total_Population.missing|Larimer_Colorado_UnitedStates.Female_Total_Population.data|Larimer_Colorado_UnitedStates.Female_Total_Population.missing|Larimer_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Larimer_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|54938.0|0|174991.0|0|175527.0|0|68703.0|0
