|dates|Moore_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Moore_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Moore_Tennessee_UnitedStates.Male_Total_Population.data|Moore_Tennessee_UnitedStates.Male_Total_Population.missing|Moore_Tennessee_UnitedStates.Female_Total_Population.data|Moore_Tennessee_UnitedStates.Female_Total_Population.missing|Moore_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Moore_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1379.0|0|3203.0|0|3208.0|0|1214.0|0
