|dates|Worth_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Worth_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Worth_Georgia_UnitedStates.Male_Total_Population.data|Worth_Georgia_UnitedStates.Male_Total_Population.missing|Worth_Georgia_UnitedStates.Female_Total_Population.data|Worth_Georgia_UnitedStates.Female_Total_Population.missing|Worth_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Worth_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3872.0|0|9752.0|0|10547.0|0|4540.0|0
