|dates|Butler_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Butler_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Butler_Nebraska_UnitedStates.Male_Total_Population.data|Butler_Nebraska_UnitedStates.Male_Total_Population.missing|Butler_Nebraska_UnitedStates.Female_Total_Population.data|Butler_Nebraska_UnitedStates.Female_Total_Population.missing|Butler_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Butler_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1687.0|0|4074.0|0|3984.0|0|1868.0|0
