|dates|Murray_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Murray_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Murray_Oklahoma_UnitedStates.Male_Total_Population.data|Murray_Oklahoma_UnitedStates.Male_Total_Population.missing|Murray_Oklahoma_UnitedStates.Female_Total_Population.data|Murray_Oklahoma_UnitedStates.Female_Total_Population.missing|Murray_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Murray_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2754.0|0|7014.0|0|6939.0|0|3213.0|0
