|dates|Morrow_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Morrow_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Morrow_Oregon_UnitedStates.Male_Total_Population.data|Morrow_Oregon_UnitedStates.Male_Total_Population.missing|Morrow_Oregon_UnitedStates.Female_Total_Population.data|Morrow_Oregon_UnitedStates.Female_Total_Population.missing|Morrow_Oregon_UnitedStates.MaleAndFemale_Under18_Population.data|Morrow_Oregon_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1881.0|0|5842.0|0|5530.0|0|3134.0|0
