|dates|Scott_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Scott_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Scott_Indiana_UnitedStates.Male_Total_Population.data|Scott_Indiana_UnitedStates.Male_Total_Population.missing|Scott_Indiana_UnitedStates.Female_Total_Population.data|Scott_Indiana_UnitedStates.Female_Total_Population.missing|Scott_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Scott_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3975.0|0|11731.0|0|12147.0|0|5405.0|0
