|dates|Mason_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Mason_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Mason_Texas_UnitedStates.Male_Total_Population.data|Mason_Texas_UnitedStates.Male_Total_Population.missing|Mason_Texas_UnitedStates.Female_Total_Population.data|Mason_Texas_UnitedStates.Female_Total_Population.missing|Mason_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Mason_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1220.0|0|2143.0|0|2137.0|0|895.0|0
