|dates|Garfield_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Garfield_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Garfield_Utah_UnitedStates.Male_Total_Population.data|Garfield_Utah_UnitedStates.Male_Total_Population.missing|Garfield_Utah_UnitedStates.Female_Total_Population.data|Garfield_Utah_UnitedStates.Female_Total_Population.missing|Garfield_Utah_UnitedStates.MaleAndFemale_Under18_Population.data|Garfield_Utah_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1175.0|0|2645.0|0|2435.0|0|1183.0|0
