|dates|Vermilion_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Vermilion_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Vermilion_Illinois_UnitedStates.Male_Total_Population.data|Vermilion_Illinois_UnitedStates.Male_Total_Population.missing|Vermilion_Illinois_UnitedStates.Female_Total_Population.data|Vermilion_Illinois_UnitedStates.Female_Total_Population.missing|Vermilion_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Vermilion_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|14856.0|0|38221.0|0|38585.0|0|18090.0|0
