|dates|Boone_Iowa_UnitedStates.BLS_EmployedPopulation.data|Boone_Iowa_UnitedStates.BLS_EmployedPopulation.missing|Boone_Iowa_UnitedStates.BLS_UnemployedPopulation.data|Boone_Iowa_UnitedStates.BLS_UnemployedPopulation.missing|Boone_Iowa_UnitedStates.BLS_UnemploymentRate.data|Boone_Iowa_UnitedStates.BLS_UnemploymentRate.missing|Boone_Iowa_UnitedStates.BLS_LaborForcePopulation.data|Boone_Iowa_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|13868.0|0|502.0|0|3.4933890048712595|0|14370.0|0
