|dates|Lancaster_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lancaster_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lancaster_Virginia_UnitedStates.Male_Total_Population.data|Lancaster_Virginia_UnitedStates.Male_Total_Population.missing|Lancaster_Virginia_UnitedStates.Female_Total_Population.data|Lancaster_Virginia_UnitedStates.Female_Total_Population.missing|Lancaster_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Lancaster_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3896.0|0|5083.0|0|5700.0|0|1723.0|0
