|dates|ValVerde_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|ValVerde_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|ValVerde_Texas_UnitedStates.Male_Total_Population.data|ValVerde_Texas_UnitedStates.Male_Total_Population.missing|ValVerde_Texas_UnitedStates.Female_Total_Population.data|ValVerde_Texas_UnitedStates.Female_Total_Population.missing|ValVerde_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|ValVerde_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7001.0|0|25156.0|0|24052.0|0|14033.0|0
