|dates|Pitt_NorthCarolina_UnitedStates.BLS_EmployedPopulation.data|Pitt_NorthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Pitt_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Pitt_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Pitt_NorthCarolina_UnitedStates.BLS_UnemploymentRate.data|Pitt_NorthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Pitt_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Pitt_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|86483.0|0|3644.5|0|4.043715846994536|0|90127.5|0
0|2020-01-02|86483.0|0|3644.5|0|4.043715846994536|0|90127.5|0
0|2020-01-03|86483.0|0|3644.5|0|4.043715846994536|0|90127.5|0
0|2020-01-04|86483.0|0|3644.5|0|4.043715846994536|0|90127.5|0
0|2020-01-05|86483.0|0|3644.5|0|4.043715846994536|0|90127.5|0
0|2020-01-06|86483.0|0|3644.5|0|4.043715846994536|0|90127.5|0
0|2020-01-07|86483.0|0|3644.5|0|4.043715846994536|0|90127.5|0
0|2020-01-08|86483.0|0|3644.5|0|4.043715846994536|0|90127.5|0
0|2020-01-09|86483.0|0|3644.5|0|4.043715846994536|0|90127.5|0
0|2020-01-10|86483.0|0|3644.5|0|4.043715846994536|0|90127.5|0
0|2020-01-11|86483.0|0|3644.5|0|4.043715846994536|0|90127.5|0
0|2020-01-12|86483.0|0|3644.5|0|4.043715846994536|0|90127.5|0
0|2020-01-13|86483.0|0|3644.5|0|4.043715846994536|0|90127.5|0
0|2020-01-14|86483.0|0|3644.5|0|4.043715846994536|0|90127.5|0
0|2020-01-15|86483.0|0|3644.5|0|4.043715846994536|0|90127.5|0
0|2020-01-16|86483.0|0|3644.5|0|4.043715846994536|0|90127.5|0
0|2020-01-17|86483.0|0|3644.5|0|4.043715846994536|0|90127.5|0
0|2020-01-18|86483.0|0|3644.5|0|4.043715846994536|0|90127.5|0
0|2020-01-19|86483.0|0|3644.5|0|4.043715846994536|0|90127.5|0
0|2020-01-20|86483.0|0|3644.5|0|4.043715846994536|0|90127.5|0
0|2020-01-21|86483.0|0|3644.5|0|4.043715846994536|0|90127.5|0
0|2020-01-22|86483.0|0|3644.5|0|4.043715846994536|0|90127.5|0
0|2020-01-23|86483.0|0|3644.5|0|4.043715846994536|0|90127.5|0
0|2020-01-24|86483.0|0|3644.5|0|4.043715846994536|0|90127.5|0
0|2020-01-25|86483.0|0|3644.5|0|4.043715846994536|0|90127.5|0
0|2020-01-26|86483.0|0|3644.5|0|4.043715846994536|0|90127.5|0
0|2020-01-27|86483.0|0|3644.5|0|4.043715846994536|0|90127.5|0
0|2020-01-28|86483.0|0|3644.5|0|4.043715846994536|0|90127.5|0
0|2020-01-29|86483.0|0|3644.5|0|4.043715846994536|0|90127.5|0
0|2020-01-30|86483.0|0|3644.5|0|4.043715846994536|0|90127.5|0
0|2020-01-31|86483.0|0|3644.5|0|4.043715846994536|0|90127.5|0
0|2020-02-01|87557.0|0|3355.0|0|3.690381907778951|0|90912.0|0
0|2020-02-02|87557.0|0|3355.0|0|3.690381907778951|0|90912.0|0
0|2020-02-03|87557.0|0|3355.0|0|3.690381907778951|0|90912.0|0
0|2020-02-04|87557.0|0|3355.0|0|3.690381907778951|0|90912.0|0
0|2020-02-05|87557.0|0|3355.0|0|3.690381907778951|0|90912.0|0
0|2020-02-06|87557.0|0|3355.0|0|3.690381907778951|0|90912.0|0
0|2020-02-07|87557.0|0|3355.0|0|3.690381907778951|0|90912.0|0
0|2020-02-08|87557.0|0|3355.0|0|3.690381907778951|0|90912.0|0
0|2020-02-09|87557.0|0|3355.0|0|3.690381907778951|0|90912.0|0
0|2020-02-10|87557.0|0|3355.0|0|3.690381907778951|0|90912.0|0
0|2020-02-11|87557.0|0|3355.0|0|3.690381907778951|0|90912.0|0
0|2020-02-12|87557.0|0|3355.0|0|3.690381907778951|0|90912.0|0
0|2020-02-13|87557.0|0|3355.0|0|3.690381907778951|0|90912.0|0
0|2020-02-14|87557.0|0|3355.0|0|3.690381907778951|0|90912.0|0
0|2020-02-15|87557.0|0|3355.0|0|3.690381907778951|0|90912.0|0
0|2020-02-16|87557.0|0|3355.0|0|3.690381907778951|0|90912.0|0
0|2020-02-17|87557.0|0|3355.0|0|3.690381907778951|0|90912.0|0
0|2020-02-18|87557.0|0|3355.0|0|3.690381907778951|0|90912.0|0
0|2020-02-19|87557.0|0|3355.0|0|3.690381907778951|0|90912.0|0
0|2020-02-20|87557.0|0|3355.0|0|3.690381907778951|0|90912.0|0
0|2020-02-21|87557.0|0|3355.0|0|3.690381907778951|0|90912.0|0
0|2020-02-22|87557.0|0|3355.0|0|3.690381907778951|0|90912.0|0
