|dates|Montgomery_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Montgomery_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Montgomery_Alabama_UnitedStates.Male_Total_Population.data|Montgomery_Alabama_UnitedStates.Male_Total_Population.missing|Montgomery_Alabama_UnitedStates.Female_Total_Population.data|Montgomery_Alabama_UnitedStates.Female_Total_Population.missing|Montgomery_Alabama_UnitedStates.MaleAndFemale_Under18_Population.data|Montgomery_Alabama_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|34173.0|0|106522.0|0|119241.0|0|52774.0|0
