|dates|KingandQueen_Virginia_UnitedStates.BLS_EmployedPopulation.data|KingandQueen_Virginia_UnitedStates.BLS_EmployedPopulation.missing|KingandQueen_Virginia_UnitedStates.BLS_UnemployedPopulation.data|KingandQueen_Virginia_UnitedStates.BLS_UnemployedPopulation.missing|KingandQueen_Virginia_UnitedStates.BLS_UnemploymentRate.data|KingandQueen_Virginia_UnitedStates.BLS_UnemploymentRate.missing|KingandQueen_Virginia_UnitedStates.BLS_LaborForcePopulation.data|KingandQueen_Virginia_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|3798.0|0|107.0|0|2.7400768245838667|0|3905.0|0
0|2020-01-02|3798.0|0|107.0|0|2.7400768245838667|0|3905.0|0
0|2020-01-03|3798.0|0|107.0|0|2.7400768245838667|0|3905.0|0
0|2020-01-04|3798.0|0|107.0|0|2.7400768245838667|0|3905.0|0
0|2020-01-05|3798.0|0|107.0|0|2.7400768245838667|0|3905.0|0
0|2020-01-06|3798.0|0|107.0|0|2.7400768245838667|0|3905.0|0
0|2020-01-07|3798.0|0|107.0|0|2.7400768245838667|0|3905.0|0
0|2020-01-08|3798.0|0|107.0|0|2.7400768245838667|0|3905.0|0
0|2020-01-09|3798.0|0|107.0|0|2.7400768245838667|0|3905.0|0
0|2020-01-10|3798.0|0|107.0|0|2.7400768245838667|0|3905.0|0
0|2020-01-11|3798.0|0|107.0|0|2.7400768245838667|0|3905.0|0
0|2020-01-12|3798.0|0|107.0|0|2.7400768245838667|0|3905.0|0
0|2020-01-13|3798.0|0|107.0|0|2.7400768245838667|0|3905.0|0
0|2020-01-14|3798.0|0|107.0|0|2.7400768245838667|0|3905.0|0
0|2020-01-15|3798.0|0|107.0|0|2.7400768245838667|0|3905.0|0
0|2020-01-16|3798.0|0|107.0|0|2.7400768245838667|0|3905.0|0
0|2020-01-17|3798.0|0|107.0|0|2.7400768245838667|0|3905.0|0
0|2020-01-18|3798.0|0|107.0|0|2.7400768245838667|0|3905.0|0
0|2020-01-19|3798.0|0|107.0|0|2.7400768245838667|0|3905.0|0
0|2020-01-20|3798.0|0|107.0|0|2.7400768245838667|0|3905.0|0
0|2020-01-21|3798.0|0|107.0|0|2.7400768245838667|0|3905.0|0
0|2020-01-22|3798.0|0|107.0|0|2.7400768245838667|0|3905.0|0
0|2020-01-23|3798.0|0|107.0|0|2.7400768245838667|0|3905.0|0
0|2020-01-24|3798.0|0|107.0|0|2.7400768245838667|0|3905.0|0
0|2020-01-25|3798.0|0|107.0|0|2.7400768245838667|0|3905.0|0
0|2020-01-26|3798.0|0|107.0|0|2.7400768245838667|0|3905.0|0
0|2020-01-27|3798.0|0|107.0|0|2.7400768245838667|0|3905.0|0
0|2020-01-28|3798.0|0|107.0|0|2.7400768245838667|0|3905.0|0
0|2020-01-29|3798.0|0|107.0|0|2.7400768245838667|0|3905.0|0
0|2020-01-30|3798.0|0|107.0|0|2.7400768245838667|0|3905.0|0
0|2020-01-31|3798.0|0|107.0|0|2.7400768245838667|0|3905.0|0
0|2020-02-01|3836.5|0|97.0|0|2.465997203508326|0|3933.5|0
