|dates|Monroe_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Monroe_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Monroe_Mississippi_UnitedStates.Male_Total_Population.data|Monroe_Mississippi_UnitedStates.Male_Total_Population.missing|Monroe_Mississippi_UnitedStates.Female_Total_Population.data|Monroe_Mississippi_UnitedStates.Female_Total_Population.missing|Monroe_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Monroe_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6831.0|0|16944.0|0|18620.0|0|8054.0|0
