|dates|Burke_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Burke_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Burke_Georgia_UnitedStates.Male_Total_Population.data|Burke_Georgia_UnitedStates.Male_Total_Population.missing|Burke_Georgia_UnitedStates.Female_Total_Population.data|Burke_Georgia_UnitedStates.Female_Total_Population.missing|Burke_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Burke_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3497.0|0|10682.0|0|11741.0|0|5842.0|0
